container_number,cont_type,pickup,dropoff,vessel,source
TRHU3272660,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
DFSU2794027,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TGCU0078034,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU2241790,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU2220694,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HAHU8224313,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TRHU2265836,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
BMOU1222344,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
CAIU3308128,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
BMOU1234849,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TDRU3412169,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TDRU3371054,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TCKU1681682,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TCKU2972743,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TRHU1721464,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TRHU2270827,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SEGU3882133,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
FCIU6428296,E20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SEKU5572722,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
FCIU6220888,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
CAIU6308435,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TGCU0103374,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
CAIU3351280,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4213673,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HAMU3395254,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HLXU1183612,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TGBU6135349,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ICOU7353395,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HLBU3457762,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
BEAU2202353,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HLBU3449279,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
CAIU6230759,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
FCIU4948940,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
FCIU5403539,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
FCIU5543464,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GAOU2097204,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HDMU2739985,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HDMU2751276,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HDMU2814456,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HDMU2873021,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
KOCU2163831,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TCLU3882873,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TEMU1578998,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TEMU4348068,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
DFSU2486359,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HDMU2747698,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HDMU2756935,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HMMU2031079,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HMMU2163877,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
KOCU2090627,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
KOCU2151682,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
KOCU2172788,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
OCGU2005873,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TEMU1634290,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GCXU5028343,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
BMOU4750197,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
CAIU7439487,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HMMU2275650,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HMMU2304595,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HMMU2274926,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
KOCU5090256,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ONEU7004431,F45,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
CAIU5825768,F45,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
CAIU5828704,F45,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
MOEU1412138,F45,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TCLU8424030,F45,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ONEU6857091,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ONEU1475157,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
FFAU6466684,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GCXU2581062,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ONEU5574625,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ONEU5919080,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ONEU6573557,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TXGU4132019,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TXGU8523140,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
FFAU3691892,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ONEU0944115,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ONEU5632948,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TRHU4068353,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TRHU7099548,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
FFAU6682364,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ONEU0530901,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ONEU1523785,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ONEU1561390,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ONEU5446780,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ONEU5486268,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ONEU6904531,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ONEU5559148,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TCLU9714028,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
UETU4105320,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
FFAU6453985,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
BEAU5345260,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ONEU6097975,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ONEU6510841,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
KKFU8139602,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ONEU1419826,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ONEU1916838,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ONEU6964248,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TLLU6084664,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
MOFU5804341,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
NYKU5205933,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TCLU4553018,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TCNU5397956,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
CAAU7702060,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ONEU0046965,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ONEU0239943,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
FDCU0611442,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ONEU6422838,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TCNU4887521,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
CAIU5805714,F45,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SEGU4190490,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
FDCU0395235,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TCLU6609029,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ONEU0510823,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ONEU6956556,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TCLU1534138,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
MOTU5816389,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
FFAU6495173,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ONEU0847970,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ONEU0851619,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ONEU1167750,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TRHU5477090,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
FDCU0473620,E20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TRHU8351891,E20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
KKFU7926096,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SEGU5935021,F45,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SEGU5919360,F45,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SEGU9258227,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TTNU8486129,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TCNU2596234,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TEMU7492818,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
JXLU4482678,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SEGU2153353,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TLLU5882839,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TCNU2727334,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ZCSU6767427,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ZIMU3162766,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GAOU6138050,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ZCSU7581859,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
FSCU8223015,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ZCSU6845875,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
FSCU8225147,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ZIMU1332225,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SELU4313241,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ZCSU6725587,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TCLU9833156,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TGHU9153630,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TEMU7264274,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ZCSU6740241,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
STJU2061447,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
JXLU2800595,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ZCSU7386174,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HDMU2652360,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GAOU6900802,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TRHU1131792,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TRHU3216287,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TRHU3266056,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TEMU4078321,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
JZPU8032620,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ZCSU6101451,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
CAAU8763029,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TRHU6115897,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
JXLU4406404,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
BEAU5541216,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
CAAU9419152,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
JXLU4462727,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GAOU6104338,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ZCSU6907920,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
JXLU6302820,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TCKU6752114,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ZCSU6851332,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ZCSU6658982,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ZCSU6566130,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
FSCU8228470,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TCNU4252670,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ZCSU6513607,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ZCSU7473659,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ZCSU7452384,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ZCSU6574686,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
JXLU4464930,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
JXLU7805898,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
FSCU8089143,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GAOU6092999,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GAOU6902087,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
MAGU5312114,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
JXLU4588042,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ZCSU6592057,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ZCSU6669061,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TCNU6601848,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TCNU4870180,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ZCSU7105240,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TLLU5914073,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ZCSU6816630,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ZCSU7729801,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ZCSU6804623,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
JXLU6371821,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TRHU3220395,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ZIMU2851842,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TCNU2524609,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
JXJU3301990,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TIIU4232246,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GAOU6139761,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
JXLU4462809,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
JXLU6399177,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ZCSU7209121,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ZCSU7720152,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ZIMU3107007,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TRHU2608302,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SEGU2671049,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TCKU3979640,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TRHU1633105,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ESDU1317120,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ESDU1325949,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ESDU1335000,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ESDU1375786,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ESDU1409485,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ESDU1421270,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ESDU2239383,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ESDU2854504,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ESDU2869314,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ESDU3319375,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ESDU4055723,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ESDU4162613,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ESDU4276745,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ESDU4295766,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ESDU4341183,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ESDU5004905,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ESDU7060404,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TGBU5046381,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TGHU6010066,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TGHU9277694,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
CLHU9043290,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
CLHU9118357,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
ESDU4275836,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
FCIU8713836,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
FCIU9066122,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
EITU0003600,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
BEAU4618798,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
FBLU0115168,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
IAAU1063348,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
IAAU1909170,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TCKU6591386,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TCLU3512436,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GLDU9332774,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
